game_name,release_date,Added to Service,Removed from Service,metacritic_score,publisher,developer,System
Behind the Frame: The Finest Scenery,8/17/2021,1/23/2025,1/30/2025,,"Akupara Games, Akatsuki Taiwan","Akupara Games, Silver Lining Studio",
Escape Academy,7/13/2022,1/16/2025,1/23/2025,,"Skybound Games, iam8bit",Coin Crew Games,
Turmoil,6/1/2016,1/9/2025,1/16/2025,73.0,"Plug In Digital, Playdigious, Gamious, Xiamen Leiting Network Technology Co, KiwiClockWork Studios","Gamious, 雷霆游戏, KiwiClockWork Studios",
Hell Let Loose,6/6/2019,1/2/2025,1/9/2025,77.0,Team17 Digital,Black Matter,
Kingdom Come: Deliverance,2/13/2018,1/1/2025,1/2/2025,71.0,Warhorse Studios,"Deep Silver, Warhorse Studios",
[Redacted],3/29/2021,12/30/2024,12/31/2024,,,Librivore42,
Orcs Must Die! 3,7/13/2020,12/29/2024,12/30/2024,,Robot Entertainment,Robot Entertainment,
Kill Knight,,12/28/2024,12/29/2024,,PlaySide,PlaySide,
Hot Wheels Unleashed,9/27/2021,12/27/2024,12/28/2024,74.0,Milestone,Milestone,
Ghostrunner 2,10/26/2023,12/26/2024,12/27/2024,,505 Games,One More Level,
Control,8/27/2019,12/25/2024,12/26/2024,84.0,505 Games,"505 Games, Remedy Entertainment",
Dredge,3/29/2023,12/24/2024,12/25/2024,,Team17 Digital,Black Salt Games,
Dark and Darker: Legendary Status,5/15/2019,12/23/2024,12/24/2024,,Auroch Digital,Auroch Digital,
Wizard of Legend,5/15/2018,12/22/2024,12/23/2024,77.0,"Humble Bundle, Contingent99","Humble Bundle, Contingent99",
TerraTech,2/6/2015,12/21/2024,12/22/2024,,"Payload Studios, Terra Tek Studios",Payload Studios,
Astrea: Six-Sided Oracles,9/21/2023,12/20/2024,12/21/2024,,Akupara Games,Little Leo Games,
Vampire Survivors,10/20/2022,12/19/2024,12/20/2024,,poncle,poncle,
The Lord of the Rings: Return to Moria,10/24/2023,12/12/2024,12/19/2024,,North Beach Games,Free Range Games,
Bus Simulator 21 Next Stop,9/6/2021,12/5/2024,12/12/2024,,Astragon Entertainment,stillalive studios,
Brotato,9/27/2022,11/28/2024,12/5/2024,,Blobfish,Blobfish,
Beholder,11/8/2016,11/21/2024,11/28/2024,75.0,"Alawar Entertainment, Alawar Premium, Creative Mobile, Osauhing Creative Mobile","Alawar Entertainment, Warm Lamp Games",
Snakebird Complete,12/29/2023,11/14/2024,11/21/2024,,,Noumenon Games,
Castlevania Anniversary Collection,5/16/2019,11/14/2024,11/21/2024,78.0,Konami,Konami Digital Entertainment,
Deceive Inc.,3/21/2023,11/7/2024,11/14/2024,,Sweet Bandits Studios,Sweet Bandits Studios,
Apex Legends: Ash Free Unlock Bundle,2/4/2019,11/7/2024,11/14/2024,80.0,Electronic Arts,Respawn Entertainment,
Ghostwire: Tokyo,3/24/2022,10/31/2024,11/7/2024,78.0,Bethesda Softworks,Tango Gameworks,
Witch It,5/31/2017,10/31/2024,11/7/2024,,"Daedalic Entertainment, Barrel Roll Games",Barrel Roll Games,
Moving Out,4/28/2020,10/24/2024,10/31/2024,77.0,Team17 Digital,"SMG Studio, Devm Games",
Kardboard Kings,2/9/2022,10/17/2024,10/24/2024,,Akupara Games,"Oscar Brittain, Rob Gross, Henry's House",
Invincible Presents: Atom Eve,11/14/2023,10/17/2024,10/24/2024,,Skybound Games,Terrible Posture Games,
Outliver: Tribulation,7/18/2023,10/10/2024,10/17/2024,,GBROSSOFT,GBROSSOFT,
Empyrion: Galactic Survival,8/5/2015,10/10/2024,10/17/2024,,Eleon Game Studios,Eleon Game Studios,
Bear and Breakfast,7/28/2022,10/3/2024,10/10/2024,72.0,Armor Games Studios,Gummy Cat,
The Spirit and the Mouse,9/26/2022,9/26/2024,10/3/2024,,Armor Games Studios,Alblune,
The Last Stand: Aftermath,11/16/2021,9/19/2024,9/26/2024,,"Armor Games, Armor Games Studios",Con Artist Games,
Toem: A Photo Adventure,9/16/2021,9/19/2024,9/26/2024,79.0,Something We Made,Something We Made,
Super Crazy Rhythm Castle,11/13/2023,9/12/2024,9/19/2024,,Konami,Second Impact Games,
Rugrats: Adventures in Gameland,9/10/2024,9/12/2024,9/19/2024,,The MIX Games,"WALLRIDE, The MIX Games",
Sniper Ghost Warrior Contracts,11/21/2019,9/5/2024,9/12/2024,57.0,CI Games,CI Games,
Football Manager 2024,11/6/2023,9/5/2024,9/12/2024,,SEGA,Sports Interactive,
Wild Card Football,10/10/2023,8/29/2024,9/5/2024,,Saber Interactive,Saber Interactive,
Fallout Classic Collection,4/18/2019,8/29/2024,9/5/2024,,Konami,Konami Digital Entertainment,
The Callisto Protocol,12/1/2022,8/22/2024,8/29/2024,69.0,"Skybound Games, KRAFTON",Striking Distance Studios,
Gigantic: Rampage Edition,4/9/2024,8/22/2024,8/29/2024,,Arc Games,Abstraction Games,
World of Warships Starter Pack: Albany,10/7/2022,8/15/2024,8/22/2024,,Wargaming,Wargaming Group,
Death’s Gambit: Afterlife,9/30/2021,8/15/2024,8/22/2024,,Adult Swim Games,White Rabbit,
DNF Duel,6/28/2022,8/8/2024,8/15/2024,,"Nexon, NEXON KOREA","Arc System Works, Arc System Works Co., Neople, EIGHTING Co",
CYGNI: All Guns Blazing,,8/8/2024,8/15/2024,,Konami,"Keel Works, KeelWorks",
Apex Legends Conduit Free Unlock Bundle,2/4/2019,8/8/2024,8/15/2024,80.0,Electronic Arts,Respawn Entertainment,
Rawmen: Food Fighter Arena,8/22/2020,8/1/2024,8/8/2024,,,MNUL,
LumbearJack,,8/1/2024,8/8/2024,,Armor Games Studios,FinalBoss Games,
F.I.S.T.: Forged in Shadow Torch,9/7/2021,7/25/2024,8/1/2024,76.0,bilibili,TiGAMES,
Olympics Go! Paris 2024 Exclusive Outfits Pack,11/18/2008,7/25/2024,8/1/2024,,Electronic Arts,Maxis,
Maid of Sker,7/28/2020,7/18/2024,7/25/2024,64.0,Wales Interactive,Wales Interactive,
Arcade Paradise,8/11/2022,7/18/2024,7/25/2024,,Wired Productions,Nosebleed Interactive,
Floppy Knights,5/24/2022,7/11/2024,7/18/2024,76.0,Those Awesome Guys,Rose City Games,
The Falconeer,11/10/2020,7/4/2024,7/11/2024,65.0,Wired Productions,Tomas Sala,
Sunless Skies: Sovereign Edition,8/30/2017,6/27/2024,7/4/2024,87.0,Failbetter Games,Failbetter Games,
Rumble Club Free Game of the Week Bonus,3/13/2015,6/20/2024,6/27/2024,,"Merge Games, Tagstar Games",Still Running,
Freshly Frosted,3/17/2019,6/20/2024,6/27/2024,,The Quantum Astrophysicists Guild,"The Quantum Astrophysicists Guild, Ty Taylor, seraphki, AllyOverton",
Redout 2,6/16/2022,6/13/2024,6/20/2024,,Saber Interactive,34BigThings,
Marvel’s Midnight Suns,12/2/2022,6/6/2024,6/13/2024,,2K Games,Firaxis,
Chivalry 2,6/8/2021,5/30/2024,6/6/2024,78.0,"Deep Silver, Tripwire Interactive, Tripwire Presents",Torn Banner Studios,
Farming Simulator 22,11/22/2021,5/23/2024,5/30/2024,,Giants Software,Giants Software,
Dragon Age: Inquisition – Game of the Year Edition,11/18/2014,5/16/2024,5/23/2024,86.0,Electronic Arts,"BioWare, BioWare Edmonton",
Circus Electrique,9/6/2022,5/9/2024,5/16/2024,,Saber Interactive,Zen Studios,
Lisa: Definitive Edition,12/14/2014,4/25/2024,5/2/2024,78.0,"Serenity Forge, Dingaling Productions","Dingaling, dingalingboy",
Industria,9/30/2021,4/25/2024,5/2/2024,66.0,"Headup Games, Headup Publishing",Bleakmill,
Town of Salem 2,5/26/2023,4/18/2024,4/25/2024,,BlankMediaGames,BlankMediaGames,
The Big Con,8/31/2021,4/18/2024,4/25/2024,76.0,Mighty Yell,Mighty Yell,
Ghostrunner,10/27/2020,4/11/2024,4/18/2024,,All in! Games,"3D Realms, One More Level, Slipgate Ironworks™",
Thief,2/25/2014,4/4/2024,4/11/2024,70.0,Square Enix,"Feral Interactive, Square Enix, Eidos Montreal",
The Outer Worlds: Spacer’s Choice Edition,3/7/2023,4/4/2024,4/11/2024,,Private Division,"Obsidian Entertainment, Virtuos Games",
Islets,8/24/2022,3/28/2024,4/4/2024,,Armor Games Studios,Kyle Thompson,
Call of the Wild: The Angler,8/31/2022,3/21/2024,3/28/2024,,Expansive Worlds,Expansive Worlds,
The Bridge,2/21/2013,3/14/2024,3/21/2024,74.0,"Midnight City, The Quantum Astrophysicists Guild","The Quantum Astrophysicists Guild, Ty Taylor and Mario Castañeda, Ty Taylor and Mario Castaneda",
Deus Ex: Mankind Divided,8/22/2016,3/14/2024,3/21/2024,83.0,"Square Enix, Feral Interactive",Eidos Montreal,
Astro Duel 2,3/7/2024,3/7/2024,3/14/2024,,Wild Rooster,Rusty Moyher,
Aerial_Knight’s Never Yield,5/19/2021,2/29/2024,3/7/2024,70.0,,,
Super Meat Boy Forever,12/23/2020,2/22/2024,2/29/2024,68.0,"Thunderful Publishing, Team Meat","Headup Games, Team Meat, Thunderful Publishing",
Dakar Desert Rally,10/4/2022,2/15/2024,2/22/2024,,Saber Interactive,"Saber Interactive, Saber Porto",
Lost Castle,8/31/2016,2/8/2024,2/15/2024,,"X.D. Network, Another Indie, Another Indie Studio",Hunter Studio,
Doki Doki Literature Club Plus!,6/30/2021,2/8/2024,2/15/2024,,Serenity Forge,Team Salvato,
Doors: Paradox,9/27/2021,2/1/2024,2/8/2024,,"Snapbreak Games, Snapbreak","Snapbreak Games, Big Loop Studios",
Infinifactory,6/29/2015,1/25/2024,2/1/2024,,Zachtronics,Zachtronics,
Love,2/7/2014,1/18/2024,1/25/2024,,"Mokuzai Studio, Fred Wood",Fred Wood,
Sail Forth,12/20/2022,1/11/2024,1/18/2024,,"The Quantum Astrophysicists Guild, Acid Cat","David Evans, Festive Vector",
Marvel’s Guardians of the Galaxy,10/26/2021,1/4/2024,1/11/2024,,Square Enix,Eidos Montreal,
A Plague Tale: Innocence,5/13/2019,1/3/2024,1/4/2024,82.0,Focus Home Interactive,"Focus Home Interactive, Asobo Studio",
20 Minutes Till Dawn,6/6/2023,1/2/2024,1/3/2024,,"Erabit, flanne, QI YU SG. PTE","flanne, Erabit Studios",
Saints Row,8/29/2006,12/30/2023,12/31/2023,81.0,"Deep Silver, Koch Media",Volition,
Cursed to Golf,7/18/2020,12/27/2023,12/28/2023,,,LiamBME,
Human Resource Machine,10/14/2015,12/26/2023,12/27/2023,78.0,"Tomorrow, Experimental Gameplay Group","Tomorrow, Experimental Gameplay Group",
Fallout 3: Game of the Year Edition,10/13/2009,12/23/2023,12/24/2023,91.0,Bethesda Softworks,Bethesda Game Studios,
Art of Rally,9/23/2020,12/22/2023,12/23/2023,78.0,Funselektor Labs,Funselektor Labs,
Melvor Idle,6/23/2020,12/21/2023,12/22/2023,,"Games by Malcs, Malcs","Malcs, Games by Malcs",
Destiny 2: Legacy Collection,9/4/2018,12/13/2023,12/20/2023,84.0,Activision Blizzard,Activision,
Predecessor,,12/7/2023,12/13/2023,,Omeda Studios,Omeda Studios,
GigaBash,8/5/2022,12/7/2023,12/13/2023,,Passion Republic Games,Passion Republic Games,
Mighty Fight Federation,2/25/2021,11/30/2023,12/7/2023,,Komi Games,Komi Games,
Jitsu Squad,2/18/2021,11/30/2023,12/7/2023,,Tanuki Creative Studio,"TanukiCreativeStudio, Tanuki Creative Studio",
Deliver Us Mars,2/2/2023,11/23/2023,11/30/2023,,Frontier Foundry,KeokeN Interactive,
Surviving the Aftermath,11/15/2021,11/16/2023,11/23/2023,,Paradox Interactive,"Haemimont Games, Iceflake Studios",
Earthlock,9/1/2016,11/16/2023,11/23/2023,,Snowcastle Games,"Snowcastle Games, Snow Castle AS",
Golden Light,3/11/2022,11/9/2023,11/16/2023,,"HypeTrain Digital, Mr. Pink",Mr. Pink,
Turnip Boy Commits Tax Evasion,4/22/2021,11/2/2023,11/9/2023,74.0,Graffiti Games,"Snoozy Kazoo, Yukon W.",
The Evil Within 2,10/11/2017,10/26/2023,11/2/2023,82.0,Bethesda Softworks,"Bethesda Softworks, Tango Gameworks",
Tandem: A Tale of Shadows,10/21/2021,10/26/2023,11/2/2023,,Hatinh Interactive,Monochrome Paris,
The Evil Within,10/12/2014,10/19/2023,10/26/2023,68.0,Bethesda Softworks,"Bethesda Softworks, Tango Gameworks",
Eternal Threads,5/19/2022,10/19/2023,10/26/2023,,Secret Mode,Cosmonaut Studios,
Q.U.B.E. Ultimate Bundle,5/21/2014,10/12/2023,10/19/2023,,"Kiss, Toxic Games, Grip Digital, Grip Digital sro","NVIDIA Lightspeed Studios, Toxic Games, Grip Digital",
Blazing Sails,,10/12/2023,10/19/2023,,GET UP GAMES,GET UP GAMES,
Godlike Burger,4/20/2022,10/5/2023,10/12/2023,,Daedalic Entertainment,Liquid Pug,
Soulstice,9/19/2022,9/28/2023,10/5/2023,,Modus Games,Reply Game Studios,
Model Builder,2/8/2022,9/28/2023,10/5/2023,,Moonlit,Moonlit,
The Forest Quartet,12/8/2022,9/21/2023,9/28/2023,,Bedtime Digital Games,Mads & Friends,
Out of Line,6/23/2021,9/21/2023,9/28/2023,,Hatinh Interactive,Nerd Monkeys,
911 Operator,2/24/2017,9/14/2023,9/21/2023,68.0,"Games Operators, PLAYWAY SPOLKA AKCYJNA, SONKA","PlayWay, Jutsu Games, Games Operators",
Spelldrifter,9/14/2019,9/7/2023,9/14/2023,,Free Range Games,Free Range Games,
Cave Story+,3/22/2010,8/31/2023,9/7/2023,83.0,Nicalis,"Nicalis, Studio Pixel",
Homeworld: Deserts of Kharak,1/19/2016,8/24/2023,8/31/2023,79.0,Gearbox Software,"Gearbox Software, Blackbird Interactive",
Dodo Peak,9/12/2019,8/17/2023,8/24/2023,,,,
Black Book,8/10/2021,8/17/2023,8/24/2023,78.0,"HypeTrain Digital, Morteshka",Morteshka,
Orwell: Keeping an Eye on You,10/27/2016,8/10/2023,8/17/2023,77.0,"Fellow Traveller, Surprise Attack","Osmotic Studios, Fellow Traveller",
Europa Universalis IV,8/12/2013,8/10/2023,8/17/2023,87.0,Paradox Interactive,"Paradox Development Studio, Paradox Tinto",
Loop Hero,3/4/2021,8/3/2023,8/10/2023,83.0,Devolver Digital,Four Quarters,
Bloons TD 6,6/14/2018,8/3/2023,8/10/2023,,"Ninja Kiwi, Kaiparasoft","Ninja Kiwi, AxelOrozco",
Severed Steel,9/16/2021,7/27/2023,8/3/2023,,"Digerati, Digerati Distribution",Greylock Studio,
Homeworld Remastered Collection,2/24/2015,7/27/2023,8/3/2023,86.0,"Aspyr, Gearbox Software","Aspyr Media, Gearbox Software",
The Elder Scrolls Online,4/4/2014,7/20/2023,7/27/2023,71.0,Bethesda Softworks,"Zenimax Online Studios, Zenimax Media",
Murder by Numbers,3/5/2020,7/20/2023,7/27/2023,,Irregular,Mediatonic,
Train Valley 2,4/14/2019,7/13/2023,7/20/2023,,Flazm,"Alexey Davydov, Sergey Dvoynikov, Timofey Shargorodskiy",
Grime,8/2/2021,7/6/2023,7/13/2023,,"Akupara Games, Funnel Entertainment","Clover Bite, Funnel Entertainment",
The Dungeon of Naheulbeuk: The Amulet of Chaos,9/17/2020,6/29/2023,7/6/2023,,Dear Villagers,"Dear Villagers, Artefacts Studio",
theHunter: Call of the Wild,2/16/2017,6/22/2023,6/29/2023,74.0,"Astragon Entertainment, Avalanche Studios",Expansive Worlds,
Guacamelee! 2,8/20/2018,6/15/2023,6/22/2023,85.0,DrinkBox Studios,DrinkBox Studios,
Guacamelee! Super Turbo Championship Edition,7/1/2014,6/15/2023,6/22/2023,86.0,DrinkBox Studios,"DrinkBox Studios, Broken Rules",
Payday 2,8/13/2013,6/8/2023,6/15/2023,79.0,"505 Games, Starbreeze","505 Games, OVERKILL Software",
Midnight Ghost Hunt,3/31/2022,6/1/2023,6/8/2023,,Mellowsoft,Mellowsoft,
Fallout: New Vegas Ultimate Edition,2/7/2012,5/25/2023,6/1/2023,,Bethesda Softworks,Obsidian Entertainment,
Death Stranding,11/8/2019,5/18/2023,5/25/2023,84.0,"Sony Interactive Entertainment, 505 Games",Kojima Productions,
The Sims 4 The Daring Lifestyle Bundle,9/2/2014,5/11/2023,5/18/2023,67.0,Electronic Arts,"Electronic Arts, Maxis",
Kao the Kangaroo,1/1/2000,5/4/2023,5/11/2023,,"Tate Multimedia, Titus Software, Titus Interactive, Tate Interactive","Tate Multimedia, X-Ray Interactive",
Horizon Chase Turbo,5/15/2018,5/4/2023,5/11/2023,78.0,"AQUIRIS, Aquiris Game Studio",Aquiris Game Studio,
Against All Odds,7/25/2016,5/4/2023,5/11/2023,,,Rxanadu,
Poker Club,,4/27/2023,5/4/2023,,Ripstone,Ripstone,
Breathedge,2/25/2021,4/27/2023,5/4/2023,66.0,RedRuins Softworks,RedRuins Softworks,
Never Alone (Kisima Ingitchuna),11/18/2014,4/20/2023,4/27/2023,70.0,E-Line Media,Upper One Games,
Second Extinction,10/20/2022,4/13/2023,4/20/2023,,Systemic Reaction,Systemic Reaction,
Mordhau,4/29/2019,4/13/2023,4/20/2023,81.0,Triternion,Triternion,
shapez,6/6/2020,4/6/2023,4/13/2023,,Prismatika,Tobias Springer,
Dying Light: The Following – Enhanced Edition,1/26/2015,4/6/2023,4/13/2023,87.0,"Techland Publishing, Techland",Techland,
Tunche,11/2/2021,3/30/2023,4/6/2023,,LEAP Game Studios,LEAP Game Studios,
The Silent Age,12/6/2012,3/30/2023,4/6/2023,84.0,"Meridian4, House on Fire ApS",House On Fire,
World of Warships Starter Pack: Ishizuchi,10/7/2022,3/23/2023,3/30/2023,,Wargaming,Wargaming Group,
Chess Ultra,6/20/2017,3/23/2023,3/30/2023,81.0,Ripstone,Ripstone,
"Warhammer 40,000: Gladius – Relics of War",7/11/2018,3/16/2023,3/23/2023,71.0,Slitherine,Proxy Studios,
Call of the Sea,12/8/2020,3/9/2023,3/16/2023,77.0,Raw Fury,"Out of the Blue, Out of the Blue Studios",
Rise of Industry,2/9/2018,3/2/2023,3/9/2023,62.0,Kasedo Games,Dapper Penguin Studios,
Duskers,5/17/2016,2/23/2023,3/2/2023,83.0,Misfits Attic,Misfits Attic,
Warpips,4/29/2021,2/16/2023,2/23/2023,,Daedalic Entertainment,Skirmish Mode Games,
Recipe for Disaster,4/24/2018,2/9/2023,2/16/2023,,,Dragon Slumber,
Dishonored: Death of the Outsider,9/14/2017,2/2/2023,2/9/2023,83.0,Bethesda Softworks,"Bethesda Softworks, Arkane Studios",
City of Gangsters,8/9/2021,2/2/2023,2/9/2023,,Kasedo Games,"SomaSim, Kasedo Games",
Hell Is Others,10/20/2022,1/26/2023,2/2/2023,,A List Games,"Strelka Games, Yonder",
Adios,3/17/2021,1/26/2023,2/2/2023,78.0,Mischief,Mischief,
Epistory: Typing Chronicles,3/29/2016,1/19/2023,1/26/2023,74.0,"Plug In Digital, Fishing Cactus","Plug In Digital, Fishing Cactus",
Gamedec: Definitive Edition,9/23/2014,1/12/2023,1/19/2023,,Zen Studios,Zen Studios,
First Class Trouble,11/2/2021,1/12/2023,1/19/2023,,TBA,Invisible Walls ApS,
Divine Knockout,12/6/2022,1/12/2023,1/19/2023,,Hi-Rez Studios,Red Beard Games,
Shadow Tactics: Aiko’s Choice,12/6/2021,1/5/2023,1/12/2023,,Daedalic Entertainment,Mimimi Productions,
Kerbal Space Program,4/26/2015,1/5/2023,1/12/2023,88.0,"Private Division, Squad",Squad,
Eximius: Seize the Frontline,3/16/2021,12/29/2022,1/5/2023,53.0,TheGameWall Studios,Ammobox Studios,
Dishonored: Definitive Edition,8/25/2015,12/29/2022,1/5/2023,78.0,Bethesda Softworks,Arkane Studios,
Metro: Last Light Redux,8/25/2014,12/24/2022,12/25/2022,76.0,"Deep Silver, Koch Media, FISHLABS","Deep Silver, 4A Games, Fishlabs Entertainment",
Encased,9/7/2021,12/23/2022,12/24/2022,73.0,"Prime Matter, Black Tower Entertainment",Dark Crystal Games,
Fallout Tactics: Brotherhood of Steel,3/1/2001,12/22/2022,12/23/2022,82.0,"Bethesda Softworks, Interplay Productions",Micro Forte,
Fallout 2: A Post Nuclear Role Playing Game,9/30/1998,12/22/2022,12/23/2022,86.0,"Bethesda Softworks, Interplay Productions",Black Isle Studios,
Fallout: A Post Nuclear Role Playing Game,9/30/1997,12/22/2022,12/23/2022,,"Bethesda Softworks, Interplay Productions, MacPlay","Black Isle Studios, Interplay Entertainment",
LEGO Builder’s Journey,12/19/2019,12/21/2022,12/22/2022,78.0,LEGO® Games,Light Brick Studio,
Wolfenstein: The New Order,5/19/2014,12/20/2022,12/21/2022,81.0,Bethesda Softworks,"Bethesda Softworks, Machine Games",
Sable,9/23/2021,12/18/2022,12/19/2022,74.0,Raw Fury,Shedworks,
Costume Quest 2,10/6/2014,12/17/2022,12/18/2022,68.0,"Majesco Entertainment, Midnight City","Double Fine Productions, Majesco Entertainment Company",
Wildcat Gun Machine,5/4/2022,12/8/2022,12/15/2022,,Daedalic Entertainment,Chunkybox Games,
Saints Row IV: Re-Elected,8/21/2013,12/8/2022,12/15/2022,73.0,"Deep Silver, Koch Media","Deep Silver, Volition",
RPG in a Box,,12/1/2022,12/8/2022,,Justin Arnold,Justin Arnold,
Fort Triumph,8/13/2021,12/1/2022,12/8/2022,,"All in! Games, Fort Triumph","Fort Triumph, CookieByte Entertainment",
Star Wars: Squadrons,10/2/2020,11/24/2022,12/1/2022,79.0,Electronic Arts,"Electronic Arts, Motive Studios",
Evil Dead: The Game,5/13/2022,11/17/2022,11/24/2022,73.0,"Saber Interactive, Lionsgate, Boss Team Games",Saber Interactive,
Dark Deity,6/15/2021,11/17/2022,11/24/2022,,Freedom Games,Sword & Axe,
Epic Cheerleader Pack,11/12/2018,11/15/2022,11/24/2022,,,Lucid Publishing,
Shadow Tactics: Blades of the Shogun,12/5/2016,11/10/2022,11/17/2022,85.0,Daedalic Entertainment,"Daedalic Entertainment, Mimimi Productions",
Alba: A Wildlife Adventure,12/11/2020,11/10/2022,11/17/2022,81.0,ustwo games,ustwo games,
Rising Storm 2: Vietnam,5/30/2017,11/3/2022,11/10/2022,81.0,"Tripwire Interactive, Iceberg Interactive","Tripwire Interactive, Antimatter Games",
Filament,4/22/2020,11/3/2022,11/10/2022,,"Maple Whispering, Kasedo Games",Beard Envy,
"Warhammer 40,000: Mechanicus",11/15/2018,10/27/2022,11/3/2022,74.0,"Kalypso Media, Kasedo Games",Bulwark Studios,
Saturnalia,10/27/2022,10/27/2022,11/3/2022,,Santa Ragione,Santa Ragione,
Evoland Legendary Edition,2/7/2019,10/20/2022,10/27/2022,66.0,Shiro Games,Shiro Games,
ToeJam & Earl: Back in the Groove!,3/1/2019,10/13/2022,10/20/2022,72.0,"Adult Swim Games, Limited Run Games, HumaNature Studios","Humanature Studios, 22nd Century Software",
Darkwood,8/17/2017,10/13/2022,10/20/2022,78.0,"Crunching Koalas, Acid Wizard Studio","Crunching Koalas, Acid Wizard",
Slain: Back from Hell,3/23/2016,10/6/2022,10/13/2022,74.0,"Digerati, Digerati Distribution","Digerati Distribution, Stage Clear Studios, Steel Mantis, Andrew Gilmour",
Rising Hell,5/18/2021,10/6/2022,10/13/2022,,"Another Indie, Toge Productions, Neon Doctrine",Tahoe Games,
The Drone Racing League,6/23/2017,9/29/2022,10/6/2022,,The Drone Racing League,The Drone Racing League,
Runbow,8/27/2015,9/29/2022,10/6/2022,,"Headup Games, 13AM Games","Headup Games, 13AM Games",
Gloomhaven,7/17/2019,9/22/2022,9/29/2022,82.0,Asmodee Digital,Flaming Fowl Studios,
Ark: Survival Evolved,6/2/2015,9/22/2022,9/29/2022,70.0,"Studio Wildcard, Snail Games USA, Wildcard Properties","Instinct Games, Studio Wildcard, Efecto Studios, Virtual Basement, WILDCARD PROPERTIES",
The Captain,12/3/2021,9/15/2022,9/22/2022,,"Tomorrow, Flyhigh Works",Sysiac Games,
Spirit of the North,11/1/2019,9/15/2022,9/22/2022,61.0,Merge Games,Infuse Studio,
Realm Royale Reforged Epic Launch Bundle,6/5/2018,9/8/2022,9/15/2022,,Hi-Rez Studios,Hi-Rez Studios,
Hundred Days: Winemaking Simulator,5/12/2021,9/8/2022,9/15/2022,,"Nuverse, Broken Arms Games","Nuverse, Broken Arms Games",
Submerged: Hidden Depths,12/3/2020,9/1/2022,9/8/2022,,Uppercut Games,Uppercut Games,
Shadow of the Tomb Raider: Definitive Edition,11/5/2019,9/1/2022,9/8/2022,,Square Enix,Eidos Montreal,
Knockout City,5/21/2021,9/1/2022,9/8/2022,82.0,Electronic Arts,Velan studios,
Ring of Pain,10/14/2020,8/25/2022,9/1/2022,,"Humble Games, Twice Different","Twice Different, Simon Boxer",
Destiny 2: Bungie 30th Anniversary Pack,6/9/2016,8/23/2022,8/30/2022,,Milestone,Milestone,
Rumbleverse Boom Boxer Content Pack,7/9/2017,8/18/2022,8/25/2022,,"EHTechnology, oblomysh","EHTechnology, oblomysh",
Doom 64,3/31/1997,8/18/2022,8/25/2022,76.0,"Bethesda Softworks, Midway Games, Midway Home Entertainment, Bethesda","id Software, Midway Games, Nightdive Studios, Midway Home Entertainment",
"Cook, Serve, Delicious! 3?!",1/28/2020,8/11/2022,8/18/2022,,Vertigo Gaming,"Vertigo Gaming, chubigans",
Unrailed!,9/23/2020,8/4/2022,8/11/2022,73.0,Daedalic Entertainment,Indoor Astronaut,
Lawn Mowing Simulator,8/10/2021,7/28/2022,8/4/2022,,"Curve Digital, Ramzan Arif","Giant Fish, Skyhook Games",
Tannenberg,2/13/2019,7/21/2022,7/28/2022,,"M2H, Blackmill Games","M2H, Blackmill Games",
Shop Titans,3/4/2019,7/21/2022,7/28/2022,,Kabam Games,Kabam Games,
Wonder Boy: The Dragon’s Trap,4/18/2017,7/14/2022,7/21/2022,,DotEmu,"DotEmu, Lizardcube",
Killing Floor 2,11/18/2016,7/7/2022,7/14/2022,75.0,"Tripwire Interactive, Iceberg Interactive",Tripwire Interactive,
Ancient Enemy,1/19/2021,7/7/2022,7/14/2022,,Grey Alien Games,Grey Alien Games,
Iratus: Lord of the Dead,7/5/2018,6/30/2022,7/7/2022,78.0,"Daedalic Entertainment, Unfrozen","Unfrozen, IratusLord",
Hood: Outlaws & Legends,5/10/2021,6/30/2022,7/7/2022,64.0,Focus Home Interactive,Sumo Digital,
Geneforge 1 – Mutagen,2/24/2021,6/30/2022,7/7/2022,,Spiderweb Software,Spiderweb Software,
Car Mechanic Simulator 2018,7/28/2017,6/23/2022,6/30/2022,,PlayWay,Red Dot Games,
A Game of Thrones: The Board Game Digital Edition,10/5/2020,6/23/2022,6/30/2022,,Asmodee Digital,Dire Wolf Digital,
Supraland,4/5/2019,6/16/2022,6/23/2022,84.0,Supra Games,Supra Games,
Maneater,5/22/2020,6/9/2022,6/16/2022,68.0,"Tripwire Interactive, Blindside Interactive",Blindside Interactive,
BioShock: The Collection,9/13/2016,5/26/2022,6/2/2022,83.0,"2K Games, Take Two Interactive","2K, Irrational Games, Virtuos",
Borderlands 3,9/13/2019,5/19/2022,5/26/2022,83.0,"2K Games, Gearbox Publishing","2K, Gearbox Software",
Redout: Enhanced Edition,9/2/2016,5/12/2022,5/19/2022,81.0,"Nicalis, 34BigThings, windfallsoft","34BigThings, windfallsoft",
Prey,5/5/2017,5/12/2022,5/19/2022,80.0,Bethesda Softworks,Arkane Studios,
Jotun: Valhalla Edition,9/29/2015,5/12/2022,5/19/2022,79.0,Thunder Lotus Games,"Thunder Lotus, Thunder Lotus Games",
Terraforming Mars,10/16/2018,5/5/2022,5/12/2022,,Asmodee Digital,"Asmodee Digital, Luckyhammers",
Paradigm,4/4/2017,4/28/2022,5/5/2022,86.0,Jacob Janerka,Jacob Janerka,
